1601409750,tb3_0,75.61
1601409750,tb3_1,75.6135
1601409750,tb3_2,81.177
1601409750,tb3_3,113.223
1601410322,tb3_2,90.447
1601410322,tb3_1,93.4815
1601410322,tb3_3,93.991
1601410322,tb3_0,97.561
1601448871,tb3_2,85.1715
1601448871,tb3_1,86.6825
1601448871,tb3_0,87.1885
1601448871,tb3_3,99.914
1601449539,tb3_0,84.8315
1601449539,tb3_2,90.8925
1601449539,tb3_3,123.2835
1601449539,tb3_1,131.4445
1601450864,tb3_1,86.988
1601450864,tb3_0,96.063
1601450864,tb3_2,104.175
1601450864,tb3_3,117.927
1601451284,tb3_1,72.7365
1601451284,tb3_0,75.259
1601451284,tb3_3,82.3625
1601451284,tb3_2,97.1525
1601451635,tb3_2,87.898
1601451635,tb3_1,93.447
1601451635,tb3_3,98.508
1601451635,tb3_0,196.774
1601452239,tb3_0,80.5215
1601452239,tb3_1,81.532
1601452239,tb3_3,90.6445
1601452239,tb3_2,91.161
1601453092,tb3_2,79.89
1601453092,tb3_0,83.415
1601453092,tb3_1,87.4715
1601453092,tb3_3,107.3565
1601453483,tb3_1,171.002
1601453483,tb3_2,172.5145
1601453483,tb3_0,181.125
1601453483,tb3_3,184.1995

1601456334,tb3_1,37.748
1601456334,tb3_3,49.3245
1601456334,tb3_2,53.3515
1601456334,tb3_0,63.416
1601456334,tb3_4,91.5805
1601457081,tb3_3,52.836
1601457081,tb3_2,67.4245
1601457081,tb3_0,80.514
1601457081,tb3_1,89.0725
1601457081,tb3_4,96.1235
1601458786,tb3_4,64.4225
1601458786,tb3_0,71.971
1601458786,tb3_3,74.488
1601458786,tb3_1,76.001
1601458786,tb3_2,86.0635
1601459625,tb3_1,53.343
1601459625,tb3_2,71.4595
1601459625,tb3_4,87.061
1601459625,tb3_0,89.573
1601459625,tb3_3,96.1145
1601463850,tb3_3,45.2995
1601463850,tb3_1,47.8185
1601463850,tb3_4,77.0065
1601463850,tb3_2,98.1425
1601463850,tb3_0,115.244
1601464573,tb3_3,45.2835
1601464573,tb3_4,59.889
1601464573,tb3_2,63.916
1601464573,tb3_0,71.462
1601464573,tb3_1,85.046
1601465943,tb3_0,47.821
1601465943,tb3_4,58.9105
1601465943,tb3_1,64.9375
1601465943,tb3_2,66.4505
1601465943,tb3_3,91.605
1601466891,tb3_1,64.9155
1601466891,tb3_3,71.9635
1601466891,tb3_4,101.159
1601466891,tb3_0,118.764
1601466891,tb3_2,136.873
1601468423,tb3_1,43.301
1601468423,tb3_0,48.337
1601468423,tb3_4,49.3495
1601468423,tb3_3,61.9315
1601468423,tb3_2,64.4495
1601469076,tb3_1,48.8255
1601469076,tb3_2,59.9035
1601469076,tb3_3,64.939
1601469076,tb3_4,69.4685
1601469076,tb3_0,71.484

