1601409750,tb3_0,302.438
1601409750,tb3_1,302.45
1601409750,tb3_2,324.702
1601409750,tb3_3,452.892
1601410322,tb3_2,361.784
1601410322,tb3_1,373.92
1601410322,tb3_3,375.96
1601410322,tb3_0,390.234
1601448871,tb3_2,340.674
1601448871,tb3_1,346.728
1601448871,tb3_0,348.754
1601448871,tb3_3,399.656
1601449539,tb3_0,339.318
1601449539,tb3_2,363.564
1601449539,tb3_3,493.13
1601449539,tb3_1,525.76
1601450864,tb3_1,347.948
1601450864,tb3_0,384.246
1601450864,tb3_2,416.698
1601450864,tb3_3,471.69
1601451284,tb3_1,290.942
1601451284,tb3_0,301.034
1601451284,tb3_3,329.446
1601451284,tb3_2,388.606
1601451635,tb3_2,351.59
1601451635,tb3_1,373.78
1601451635,tb3_3,394.032
1601451635,tb3_0,787.092
1601452239,tb3_0,322.084
1601452239,tb3_1,326.122
1601452239,tb3_3,362.578
1601452239,tb3_2,364.634
1601453092,tb3_2,319.558
1601453092,tb3_0,333.658
1601453092,tb3_1,349.886
1601453092,tb3_3,429.416
1601453483,tb3_1,684.006
1601453483,tb3_2,690.058
1601453483,tb3_0,724.5
1601453483,tb3_3,736.798


1601456334,tb3_1,150.988
1601456334,tb3_3,197.296
1601456334,tb3_2,213.404
1601456334,tb3_0,253.662
1601456334,tb3_4,366.32
1601457081,tb3_3,211.342
1601457081,tb3_2,269.698
1601457081,tb3_0,322.054
1601457081,tb3_1,356.286
1601457081,tb3_4,384.49
1601458786,tb3_4,257.688
1601458786,tb3_0,287.884
1601458786,tb3_3,297.95
1601458786,tb3_1,304.0
1601458786,tb3_2,344.252
1601459625,tb3_1,213.368
1601459625,tb3_2,285.836
1601459625,tb3_4,348.242
1601459625,tb3_0,358.29
1601459625,tb3_3,384.456
1601463850,tb3_3,181.194
1601463850,tb3_1,191.274
1601463850,tb3_4,308.026
1601463850,tb3_2,392.57
1601463850,tb3_0,460.976
1601464573,tb3_3,181.132
1601464573,tb3_4,239.554
1601464573,tb3_2,255.66
1601464573,tb3_0,285.846
1601464573,tb3_1,340.182
1601465943,tb3_0,191.282
1601465943,tb3_4,235.634
1601465943,tb3_1,259.75
1601465943,tb3_2,265.8
1601465943,tb3_3,366.416
1601466891,tb3_1,259.66
1601466891,tb3_3,287.852
1601466891,tb3_4,404.632
1601466891,tb3_0,475.052
1601466891,tb3_2,547.492
1601468423,tb3_1,173.204
1601468423,tb3_0,193.348
1601468423,tb3_4,197.394
1601468423,tb3_3,247.722
1601468423,tb3_2,257.794
1601469076,tb3_1,195.302
1601469076,tb3_2,239.614
1601469076,tb3_3,259.756
1601469076,tb3_4,277.874
1601469076,tb3_0,285.932
