1601491992,tb3_7,"[-1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",24.18s
1601491992,tb3_2,"[1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",72.514s
1601491992,tb3_3,"[-1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",44.282s
1601491992,tb3_6,"[1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",72.468s
1601491992,tb3_7,"[-1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",82.522s
1601491992,tb3_5,"[1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",110.704s
1601491992,tb3_2,"[1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",68.418s
1601491992,tb3_1,"[1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",161.068s
1601491992,tb3_0,"[-1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",165.084s
1601491992,tb3_4,"[-1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",138.888s
1601491992,tb3_7,"[1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",92.592s
1601491992,tb3_0,"[-1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",56.368s
1601491992,tb3_3,"[-1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",148.948s
1601491992,tb3_5,"[1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",120.782s
1601491992,tb3_4,"[-1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",56.35s
1601491992,tb3_1,"[1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",112.738s
1601491992,tb3_6,"[1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",195.242s
1601491992,tb3_7,"[1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",94.61s
1601491992,tb3_3,"[1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",88.604s
1601491992,tb3_1,"[-1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",70.502s
1601491992,tb3_2,"[-1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",209.42s
1601491992,tb3_4,"[1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",100.71s
1601491992,tb3_2,"[-1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",70.528s
1601491992,tb3_3,"[1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",104.792s
1601491992,tb3_6,"[-1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",161.31s
1601491992,tb3_1,"[-1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",117.042s
1601491992,tb3_4,"[1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",115.05s
1601491992,tb3_5,"[-1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",238.134s
1601491992,tb3_0,"[1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",288.8s
1601491992,tb3_6,"[-1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",69.178s
1601491992,tb3_5,"[-1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",42.85s
1601491992,tb3_0,"[1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",39.496s
